"authors","year","title","venue"
"0","2000","Towards Self-Tuning Data Placement in Parallel Database Systems","SIGMOD Conference"
"0","1995","Efficient Optimistic Concurrency Control Using Loosely Synchronized Clocks","SIGMOD Conference"
"0","2003","Rondo: A Programming Platform for Generic Model Management","SIGMOD Conference"
"0","1998","Optimization Techniques for Queries with Expensive Methods","ACM Trans. Database Syst."
"0","1997","Eliminating Costly Redundant Computations from SQL Trigger Executions","SIGMOD Conference"
"0","1999","The Need for Distributed Asynchronous Transactions","SIGMOD Conference"
"0","2001","Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites","VLDB"
"0","2001","MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries","VLDB"
"0","1999","O-O, What's Happening to DB2?","SIGMOD Conference"
"0","2001","Comparing Hybrid Peer-to-Peer Systems","VLDB"
"0","1998","DataSplash","SIGMOD Conference"
"0","2001","A case for dynamic view management","ACM Trans. Database Syst."
"0","2003","Chameleon: an Extensible and Customizable Tool for Web Data Translation","VLDB"
"0","1998","A Workflow-based Electronic Marketplace on the Web","SIGMOD Record"
"0","2003","Learning to match ontologies on the Semantic Web","VLDB J."
"0","2003","ANSI SQL Hierarchical Processing Can Fully Integrate Native XML","SIGMOD Record"
"0","1998","The ADABAS Buffer Pool Manager","VLDB"
"0","2002","Gigascope: high performance network monitoring with an SQL interface","SIGMOD Conference"
"0","1995","The Merge/Purge Problem for Large Databases","SIGMOD Conference"
"0","2003","Query Processing in Spatial Network Databases","VLDB"
"0","2003","A Nanotechnology-based Approach to Data Storage","VLDB"
"0","1998","Fast High-Dimensional Data Search in Incomplete Databases","VLDB"
"0","2002","A template model for multidimensional inter-transactional association rules","VLDB J."
"0","1999","BOAT-Optimistic Decision Tree Construction","SIGMOD Conference"
"0","2002","Continuously adaptive continuous queries over streams","SIGMOD Conference"
"0","1999","Diluting ACID","SIGMOD Record"
"0","1996","Applying database Visualization to the World Wide Web","SIGMOD Record"
"0","2002","DTD-Directed Publishing with Attribute Translation Grammars","VLDB"
"0","2003","Primitives for Workload Summarization and Implications for SQL","VLDB"
"0","1998","Safely and Efficiently Updating References During On-line Reorganization","VLDB"
"0","1998","An Efficient Method for Checking Object-Oriented Database Schema Correctness","ACM Trans. Database Syst."
"0","1996","Reordering Query Execution in Tertiary Memory Databases","VLDB"
"0","1996","How System 11 SQL Server Became Fast","VLDB"
"0","2000","Moving up the food chain: Supporting E-Commerce Applications on Databases","SIGMOD Record"
"0","2002","APEX: an adaptive path index for XML data","SIGMOD Conference"
"0","1994","Index Configuration in Object-Oriented Databases","VLDB J."
"0","2002","Continuous Nearest Neighbor Search","VLDB"
"0","2002","Chair's Message","SIGMOD Record"
"0","1998","Towards a Richer Web Object Model","SIGMOD Record"
"0","2000","Homer: a Model-Based CASE Tool for Data-Intensive Web Sites","SIGMOD Conference"
"0","1994","Performance of Data-Parallel Spatial Operations","VLDB"
"0","1998","Managing Large Systems with DB2 UDB","SIGMOD Conference"
"0","2003","DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures","SIGMOD Conference"
"0","1995","Information Translation, Mediation, and Mosaic-Based Browsing in the TSIMMIS System","SIGMOD Conference"
"0","2003","Reminiscences on Influential Papers","SIGMOD Record"
"0","2003","Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002","SIGMOD Record"
"0","2001","Adaptive Precision Setting for Cached Approximate Values","SIGMOD Conference"
"0","1998","Extracting Schema from Semistructured Data","SIGMOD Conference"
"0","2003","Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources","VLDB"
"0","1995","Fibonacci: A Programming Language for Object Databases","VLDB J."
"0","2003","A Theory of Redo Recovery","SIGMOD Conference"
"0","1994","An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System","VLDB"
"0","1997","Distance-Based Indexing for High-Dimensional Metric Spaces","SIGMOD Conference"
"0","2000","Provision of Market Services for eCo Compliant Electronic Market Places","SIGMOD Record"
"0","2001","Report on the 2001 SIGMOD and PODS Awards","SIGMOD Record"
"0","1996","Disseminating Updates on Broadcast Disks","VLDB"
"0","2003","Watermarking relational data: framework, algorithms and analysis","VLDB J."
"0","1994","Title, Foreword, Preface to the Special Issue on Spatial Database Systems, Index Vol. 3","VLDB J."
"0","2003","Research in database engineering at the University of Namur","SIGMOD Record"
"0","1996","Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems","SIGMOD Conference"
"0","2001","Integrating and customizing heterogeneous e-commerce applications","VLDB J."
"0","1994","A Semantic Modeling Approach for Image Retrieval by Content","VLDB J."
"0","2003","Guest editorial","VLDB J."
"0","1998","Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle","SIGMOD Record"
"0","1994","Altruistic Locking","ACM Trans. Database Syst."
"0","1995","Query Processing in Tertiary Memory Databases","VLDB"
"0","1998","Component-based E-Commerce: Assesment of Current Practices and Future Directions","SIGMOD Record"
"0","1995","Pattern Matching and Pattern Discovery in Scientific, Program, and Document Databases","SIGMOD Conference"
"0","2000","Building Scalable Internet Applications with Oracle8i Server","VLDB"
"0","1994","The Montage Extensible DataBlade Achitecture","SIGMOD Conference"
"0","1994","Quorum Consensus in Nested Transaction Systems","ACM Trans. Database Syst."
"0","1996","Model and Verification of a Data Manager Based on ARIES","ACM Trans. Database Syst."
"0","2003","Spatial queries in dynamic environments","ACM Trans. Database Syst."
"0","2000","Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization","VLDB J."
"0","1997","Virtual Database technology","SIGMOD Record"
"0","2003","Time management for new faculty","SIGMOD Record"
"0","1996","Much Ado About Shared-Nothing","SIGMOD Record"
"0","2003","Optimized Query Execution in Large Search Engines with Global Page Ordering","VLDB"
"0","1997","Query Optimization at the Crossroads (Panel)","SIGMOD Conference"
"0","1997","STRUDEL: A Web-site Management System","SIGMOD Conference"
"0","2003","Chair's Message","SIGMOD Record"
"0","2001","On Supporting Containment Queries in Relational Database Management Systems","SIGMOD Conference"
"0","2002","The p Operator: Discovering and Ranking Associations on the Semantic Web","SIGMOD Record"
"0","1998","Repositories and Object Oriented Databases","SIGMOD Record"
"0","2002","Editor's Notes","SIGMOD Record"
"0","1997","GTE SuperPages: Using IR Techniques for Searching Complex Objects","VLDB"
"0","2000","A Data Model and Data Structures for Moving Objects Databases","SIGMOD Conference"
"0","1996","Middle East Technical University Software Research and Development Center","SIGMOD Record"
"0","1995","The Handwritten Trie: Indexing Electronic Ink","SIGMOD Conference"
"0","1997","Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop","SIGMOD Record"
"0","2002","Dynamic multidimensional histograms","SIGMOD Conference"
"0","1998","Inverted Files Versus Signature Files for Text Indexing","ACM Trans. Database Syst."
"0","1999","Aggregation Algorithms for Very Large Compressed Data Warehouses","VLDB"
"0","1998","Delivering Presentations from Multimedia Servers","VLDB J."
"0","1994","Automated Resolution of Semantic Heterogeneity in Multidatabases","ACM Trans. Database Syst."
"0","2001","Chair's Message","SIGMOD Record"
"0","2002","Book Review Column","SIGMOD Record"
"0","2002","The Design and Performance Evaluation of Alternative XML Storage Strategies","SIGMOD Record"
"0","1995","Containment of Conjunctive Queries: Beyond Relations as Sets","ACM Trans. Database Syst."
"0","1995","From the Guest Editors - Special Section on Data Management Issues in Mobile Computing","SIGMOD Record"
"0","2002","A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP","VLDB"
"0","2000","Turbo-charging Vertical Mining of Large Databases","SIGMOD Conference"
"0","1997","PREDATOR: An OR-DBMS with Enhanced Data Types","SIGMOD Conference"
"0","1996","Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols","SIGMOD Record"
"0","2001","Approximate Query Processing: Taming the TeraBytes","VLDB"
"0","2001","Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve","SIGMOD Record"
"0","2000","Theory of Answering Queries Using Views","SIGMOD Record"
"0","2003","GridDB: A Database Interface to the Grid","SIGMOD Conference"
"0","2003","Controlling Access to Published Data Using Cryptography","VLDB"
"0","2001","Approximate query processing using wavelets","VLDB J."
"0","2002","Minimal probing: supporting expensive predicates for top-k queries","SIGMOD Conference"
"0","1998","Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","VLDB J."
"0","2002","Letter to SIGMOD Record Editor","SIGMOD Record"
"0","1994","Progress on HPCC and NII","SIGMOD Record"
"0","1995","An Aspect of Query Optimization in Multidatabase Systems (Extended Abstract)","SIGMOD Record"
"0","2000","Novel Approaches in Query Processing for Moving Object Trajectories","VLDB"
"0","1999","Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes","VLDB"
"0","2002","Reminiscences on Influential Papers","SIGMOD Record"
"0","2002","Rate-based query optimization for streaming information sources","SIGMOD Conference"
"0","1999","EMC Information Sharing: Direct Access to MVS Data from Unix and NT","SIGMOD Conference"
"0","1998","Selectivity Estimation in Extensible Databases - A Neural Network Approach","VLDB"
"0","2002","Data Warehousing and Business Intelligence for E-Commerce - Book Review","SIGMOD Record"
"0","2001","Selectivity Estimation using Probabilistic Models","SIGMOD Conference"
"0","1998","Bridging Heterogeneity: Research and Practice of Database Middleware Technology","VLDB"
"0","1999","What Do Those Weird XML Types Want, Anyway?","VLDB"
"0","2003","Report on the 4th International Conference on Mobile Data Management","SIGMOD Record"
"0","2001","A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space","VLDB"
"0","2001","Warehousing Workflow Data: Challenges and Opportunities","VLDB"
"0","1995","Declustering Databases on Heterogeneous Disk Systems","VLDB"
"0","2000","Toward Learning Based Web Query Processing","VLDB"
"0","1995","Information Finding in a Digital Library: The Stanford Perspective","SIGMOD Record"
"0","1998","Fast Image Retrieval Using Color-Spatial Information","VLDB J."
"0","1998","Delivering High Availability for Inktomi Search Engines","SIGMOD Conference"
"0","1998","The Araneus Web-Base Management System","SIGMOD Conference"
"0","1998","CURE: An Efficient Clustering Algorithm for Large Databases","SIGMOD Conference"
"0","1997","Algorithms for Materialized View Design in Data Warehousing Environment","VLDB"
"0","1998","Enhanced Hypertext Categorization Using Hyperlinks","SIGMOD Conference"
"0","1996","LORE: A Lightweight Object REpository for Semistructured Data","SIGMOD Conference"
"0","2001","VQBD: Exploring Semistructured Data","SIGMOD Conference"
"0","2002","The Grid: An Application of the Semantic Web","SIGMOD Record"
"0","2003","Grid and Applications (Industrial Session)","VLDB"
"0","2000","i3: Intelligent, Interactive Investigaton of OLAP data cubes","SIGMOD Conference"
"0","1998","Algebraic Change Propagation for Semijoin and Outerjoin Queries","SIGMOD Record"
"0","2000","Checking the Temporal Integrity of Interactive Multimedia Documents","VLDB J."
"0","2002","Efficient filtering of XML documents with XPath expressions","VLDB J."
"0","1999","Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","SIGMOD Conference"
"0","1995","Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database","SIGMOD Record"
"0","1995","Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding","ACM Trans. Database Syst."
"0","2000","What Is the Nearest Neighbor in High Dimensional Spaces?","VLDB"
"0","1998","DTL's DataSpot: Database Exploration as Easy as Browsing the Web","SIGMOD Conference"
"0","1996","3D Geographic Network Displays","SIGMOD Record"
"0","1999","Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications","VLDB"
"0","2002","Processing Star Queries on Hierarchically-Clustered Fact Tables","VLDB"
"0","2003","Winnowing: Local Algorithms for Document Fingerprinting","SIGMOD Conference"
"0","1996","Access Path Support for Referential Integrity in SQL2","VLDB J."
"0","1998","Enhanced Nearest Neighbour Search on the R-tree","SIGMOD Record"
"0","1994","EOS: An Extensible Object Store","SIGMOD Conference"
"0","1996","SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems","VLDB"
"0","2001","Reconciling Schemas of Disparate Data Sources: A Machine-Learning Approach","SIGMOD Conference"
"0","1998","Optimal Clip Ordering for Multi-Clip Queries","VLDB J."
"0","2000","Process Automation as the Foundation for E-Business","VLDB"
"0","1994","Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94","SIGMOD Record"
"0","2003","ACM TODS in this Internet Age","SIGMOD Record"
"0","1998","Algorithms for Querying by Spatial Structure","VLDB"
"0","1994","Query by Diagram: A Graphical Environment for Querying Databases","SIGMOD Conference"
"0","1999","User-Defined Table Operators: Enhancing Extensibility for ORDBMS","VLDB"
"0","2002","Guest Editor's Introduction","SIGMOD Record"
"0","2003","XRANK: Ranked Keyword Search over XML Documents","SIGMOD Conference"
"0","1998","Chair's Message","SIGMOD Record"
"0","1997","Infering Structure in Semistructured Data","SIGMOD Record"
"0","2003","Efficacious Data Cube Exploration by Semantic Summarization and Compression","VLDB"
"0","1997","High-Performance Sorting on Networks of Workstations","SIGMOD Conference"
"0","2001","Transactional Information Systems - Book Review","SIGMOD Record"
"0","1996","Polymorphism and Type Inference in Database Programming","ACM Trans. Database Syst."
"0","1994","An Effective Deductive Object-Oriented Database Through Language Integration","VLDB"
"0","1999","Cache Conscious Indexing for Decision-Support in Main Memory","VLDB"
"0","2001","Analyzing Quantitative Databases: Image is Everything","VLDB"
"0","2002","DBCache: database caching for web application servers","SIGMOD Conference"
"0","2000","Iterative dynamic programming: a new class of query optimization algorithms","ACM Trans. Database Syst."
"0","1995","High-Concurrency Locking in R-Trees","VLDB"
"0","1998","Electronic Commerce: Tutorial","SIGMOD Conference"
"0","1998","Spatial and Temporal Content-Based Access to Hypervideo Databases","VLDB J."
"0","1997","Distributed Processing over Stand-alone Systems and Applications","VLDB"
"0","2000","Synchronizing a Database to Improve Freshness","SIGMOD Conference"
"0","1995","The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept","VLDB"
"0","2000","Density Biased Sampling: An Improved Method for Data Mining and Clustering","SIGMOD Conference"
"0","1994","The TSQL2 Final Language Definition Announcement","SIGMOD Record"
"0","2001","Efficient Progressive Skyline Computation","VLDB"
"0","2002","MPEG-7 and Multimedia Database Systems","SIGMOD Record"
"0","2001","Storage and Querying of E-Commerce Data","VLDB"
"0","1999","DynaMat: A Dynamic View Management System for Data Warehouses","SIGMOD Conference"
"0","2002","How to Summarize the Universe: Dynamic Maintenance of Quantiles","VLDB"
"0","2002","Parameterized Complexity for the Database Theorist","SIGMOD Record"
"0","2000","Editor's Notes","SIGMOD Record"
"0","2003","Formal semantics and analysis of object queries","SIGMOD Conference"
"0","1994","METU Object-Oriented DBMS","SIGMOD Conference"
"0","1995","Orthogonally Persistent Object Systems","VLDB J."
"0","1997","Concurrent Garbage Collection in O2","VLDB"
"0","2003","Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","VLDB"
"0","2002","Guest Editor's Introduction","SIGMOD Record"
"0","1998","DTL's DataSpot: Database Exploration Using Plain Language","VLDB"
"0","1998","Editor's Notes","SIGMOD Record"
"0","1995","Applying Database Technology in the ADSM Mass Storage System","VLDB"
"0","2001","Dynamic Buffer Allocation in Video-on-Demand Systems","SIGMOD Conference"
"0","2003","Holistic Twig Joins on Indexed XML Documents","VLDB"
"0","1996","Obtaining Complete Answers from Incomplete Databases","VLDB"
"0","1996","Incremental Maintenance of Externally Materialized Views","VLDB"
"0","1994","Databases for GIS","SIGMOD Record"
"0","1999","Query Optimization in the Presence of Limited Access Patterns","SIGMOD Conference"
"0","1995","An Effective Hash Based Algorithm for Mining Association Rules","SIGMOD Conference"
"0","2003","A Dependability Benchmark for OLTP Application Environments","VLDB"
"0","2000","High Speed On-line Backup When Using Logical Log Operations","SIGMOD Conference"
"0","1998","Towards On-Line Analytical Mining in Large Databases","SIGMOD Record"
"0","1997","Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations","VLDB"
"0","1994","The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation","VLDB J."
"0","1997","Cubetree: Organization of and Bulk Updates on the Data Cube","SIGMOD Conference"
"0","2002","Interview with Avi Silberschatz","SIGMOD Record"
"0","2002","Database Research at the University of Illinois at Urbana-Champaign","SIGMOD Record"
"0","1998","SQL Open Heterogeneous Data Access","SIGMOD Conference"
"0","2002","Report on the 18th British National Conference on Databases (BNCOD)","SIGMOD Record"
"0","1998","Materialized View Selection for Multidimensional Datasets","VLDB"
"0","2001","HMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences","VLDB J."
"0","1998","TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","VLDB"
"0","2001","A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services","VLDB"
"0","2003","COMBI-Operator: Database Support for Data Mining Applications","VLDB"
"0","2003","The Semantic Web: Semantics for Data on the Web","VLDB"
"0","1995","Managing Video Data in a Mobile Environment","SIGMOD Record"
"0","1997","Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources","VLDB"
"0","1995","A General Solution of the n-dimensional B-tree Problem","SIGMOD Conference"
"0","1995","Parallel Database Systems 101","SIGMOD Conference"
"0","1998","Secure Buffering in Firm Real-Time Database Systems","VLDB"
"0","1998","Workflow History Management","SIGMOD Record"
"0","1995","Broadcast Disks: Data Management for Asymmetric Communications Environments","SIGMOD Conference"
"0","2002","Comparing Data Streams Using Hamming Norms (How to Zero In)","VLDB"
"0","2000","The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation","VLDB"
"0","1998","R-Tree Based Indexing of Now-Relative Bitemporal Data","VLDB"
"0","2002","Skew handling techniques in sort-merge join","SIGMOD Conference"
"0","2000","Online Index Rebuild","SIGMOD Conference"
"0","2002","Efficient similarity search for market basket data","VLDB J."
"0","2002","Compressed Accessibility Map: Efficient Access Control for XML","VLDB"
"0","2002","ToXgene: a template-based data generator for XML","SIGMOD Conference"
"0","2002","Interviewing During a Tight Job Market","SIGMOD Record"
"0","2003","Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration","VLDB"
"0","1999","Datawarehousing Has More Colours Than Just Black & White","VLDB"
"0","1994","Chronological Scheduling of Transactions with Temporal Dependencies","VLDB J."
"0","1997","Query Processing Over Object Views of Relational Data","VLDB J."
"0","2000","Semantic Caching of Web Queries","VLDB J."
"0","1999","Capturing and Querying Multiple Aspects of Semistructured Data","VLDB"
"0","2001","Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista","VLDB"
"0","1996","Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology","VLDB"
"0","2002","Visual COKO: a debugger for query optimizer development","SIGMOD Conference"
"0","2003","Data Compression in Oracle","VLDB"
"0","1994","A Multidatabase System for Tracking and Retrieval of Financial Data","VLDB"
"0","1999","Shrinking the Warehouse Update Window","SIGMOD Conference"
"0","1995","An Efficient Algorithm for Mining Association Rules in Large Databases","VLDB"
"0","2000","Update Propagation Strategies to Improve Freshness in Lazy Master Replicated Databases","VLDB J."
"0","1999","The SIFT Information Dissemination System","ACM Trans. Database Syst."
"0","2001","Special Issue on Data Mining for Intrusion Detection and Threat Analysis - Guest Editor's Introduction","SIGMOD Record"
"0","2003","Extracting and Exploiting Structure in Text Search","SIGMOD Conference"
"0","2003","PLASTIC: Reducing Query Optimization Overheads through Plan Recycling","SIGMOD Conference"
"0","2002","Wavelet synopses with error guarantees","SIGMOD Conference"
"0","2001","Generating Efficient Plans for Queries Using Views","SIGMOD Conference"
"0","2003","QC-Trees: An Efficient Summary Structure for Semantic OLAP","SIGMOD Conference"
"0","2001","Information Management for Genome Level Bioinformatics","VLDB"
"0","2000","Efficient Filtering of XML Documents for Selective Dissemination of Information","VLDB"
"0","1994","Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System","ACM Trans. Database Syst."
"0","1994","Editor's Notes and Erratum","SIGMOD Record"
"0","1995","Research and Products: Are They Relevant To Each Other? (Panel)","SIGMOD Conference"
"0","1999","NSF Workshop on Industrial/Academic Cooperation in Database Systems","SIGMOD Record"
"0","2001","Operating System Extensions for the Teradata Parallel VLDB","VLDB"
"0","2003","Efficient Mining of XML Query Patterns for Caching","VLDB"
"0","1996","Is GUI Programming a Database Research Problem?","SIGMOD Conference"
"0","2001","Report on XEWA-00: The XML Enabled Wide-Area Searches for Bioinformatics Workshop","SIGMOD Record"
"0","2002","Toward Recovery-Oriented Computing","VLDB"
"0","2002","Adaptable Similarity Search using Non-Relevant Information","VLDB"
"0","2000","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","VLDB"
"0","1996","Temporal Database Bibliography Update","SIGMOD Record"
"0","1996","An Orthogonally Persistent Java","SIGMOD Record"
"0","2003","SOCQET: Semantic OLAP with Compressed Cube and Summarization","SIGMOD Conference"
"0","2003","Integration of Electronic Tickets and Personal Guide System for Public Transport using Mobile Terminals","SIGMOD Conference"
"0","1996","Tail Recursion Elimination in Deductive Databases","ACM Trans. Database Syst."
"0","2000","A Case-Based Approach to Information Integration","VLDB"
"0","1999","Distributed Transactions in Practice","SIGMOD Record"
"0","1996","Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","VLDB"
"0","2001","Quality of Service in Multimedia Digital Libraries","SIGMOD Record"
"0","2001","EIHA?!?: Deploying Web and WAP services using XML Technology","SIGMOD Record"
"0","1999","Join Synopses for Approximate Query Answering","SIGMOD Conference"
"0","1999","Distributed Hypertext Resource Discovery Through Examples","VLDB"
"0","2003","Data Management Challenges in CRM","SIGMOD Conference"
"0","2000","SQL Standardization: The Next Steps","SIGMOD Record"
"0","1997","DEVise: Integrated Querying and Visualization of Large Datasets","SIGMOD Conference"
"0","1996","Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies","VLDB"
"0","2003","An Optimal and Progressive Algorithm for Skyline Queries","SIGMOD Conference"
"0","2002","Methodology for Development and Employment of Ontology Based Knowledge Management Applications","SIGMOD Record"
"0","2002","Processing complex aggregate queries over data streams","SIGMOD Conference"
"0","2003","Web Services (Industrial Session)","VLDB"
"0","1998","Query Flocks: A Generalization of Association-Rule Mining","SIGMOD Conference"
"0","2002","I/O-Conscious Data Preparation for Large-Scale Web Search Engines","VLDB"
"0","1999","Reminiscences on Influential Papers","SIGMOD Record"
"0","1998","A Protein Patent Query System Powered By Kleisli","SIGMOD Conference"
"0","1997","Database Systems - Breaking Out of the Box","SIGMOD Record"
"0","1995","Providing Database Migration Tools - A Practicioner's Approach","VLDB"
"0","1994","Synthesis of Extended Transaction Models Using ACTA","ACM Trans. Database Syst."
"0","1998","amdb: An Access Method Debugging Tool","SIGMOD Conference"
"0","1998","Checkpointing in Oracle","VLDB"
"0","1995","Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4","VLDB J."
"0","1999","Design and Management of Data Warehouses: Report on the DMDW'99 Workshop","SIGMOD Record"
"0","2003","Information Sharing Across Private Databases","SIGMOD Conference"
"0","1995","Adaptive Parallel Aggregation Algorithms","SIGMOD Conference"
"0","1999","Indexing Medium-dimensionality Data in Oracle","SIGMOD Conference"
"0","1995","View Maintenance in a Warehousing Environment","SIGMOD Conference"
"0","1999","Chair's Message","SIGMOD Record"
"0","2000","DISIMA: A Distributed and Interoperable Image Database System","SIGMOD Conference"
"0","2001","Change-Centric Management of Versions in an XML Warehouse","VLDB"
"0","1999","SPIRIT: Sequential Pattern Mining with Regular Expression Constraints","VLDB"
"0","2000","User-Adaptive Exploration of Multidimensional Data","VLDB"
"0","1996","Improving Timeliness in Real-Time Secure Database Systems","SIGMOD Record"
"0","2000","An Extensible Compressor for XML Data","SIGMOD Record"
"0","1994","The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems","VLDB J."
"0","2002","Monitoring Streams - A New Class of Data Management Applications","VLDB"
"0","1994","Client-Server Paradise","VLDB"
"0","1998","From Data Independence to Knowledge Independence: An on-going Story","VLDB"
"0","1999","Petabyte Databases","SIGMOD Conference"
"0","1999","Query Rewriting for Semistructured Data","SIGMOD Conference"
"0","1997","Outerjoin Simplification and Reordering for Query Optimization","ACM Trans. Database Syst."
"0","1998","Reminiscences on Influential Papers","SIGMOD Record"
"0","1998","Integrating Symbolic Images into a Multimedia Database System Using Classification and Abstraction Approaches","VLDB J."
"0","2000","javax.XXL: A prototype for a Library of Query processing Algorithms","SIGMOD Conference"
"0","1995","``One Size Fits All'' Database Architectures Do Not Work for DDS","SIGMOD Conference"
"0","2002","Interview with David Maier","SIGMOD Record"
"0","2003","Factorizing Complex Predicates in Queries to Exploit Indexes","SIGMOD Conference"
"0","1996","A Taxonomy of Correctness Criteria in Database Applications","VLDB J."
"0","2003","Editor's Notes","SIGMOD Record"
"0","2002","Book Review Column","SIGMOD Record"
"0","2001","DNA-Miner: A System Prototype for Mining DNA Sequences","SIGMOD Conference"
"0","2002","Efficient algorithms for minimizing tree pattern queries","SIGMOD Conference"
"0","2000","Research Directions in Biodiversity Informatics","VLDB"
"0","2002","Information Integration and XML in IBM's DB2","VLDB"
"0","2003","Peer-to-peer research at Stanford","SIGMOD Record"
"0","1994","Text Databases: A Survey of Text Models and Systems","SIGMOD Record"
"0","2001","Dissemination of Dynamic Data","SIGMOD Conference"
"0","2001","Walking Through a Very Large Virtual Environment in Real-time","VLDB"
"0","2001","Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","VLDB"
"0","2002","The Design of a Retrieval Technique for High-Dimensional Data on Tertiary Storage","SIGMOD Record"
"0","1996","Accessing Relational Databases from the World Wide Web","SIGMOD Conference"
"0","2000","High-Performance and Scalability through Application Tier,In-Memory Data Management","VLDB"
"0","1996","Fundamental Techniques for Order Optimization","SIGMOD Conference"
"0","2002","Locating and accessing data repositories with WebSemantics","VLDB J."
"0","2001","Guest editorial","VLDB J."
"0","2000","Reminiscences on Influential Papers","SIGMOD Record"
"0","1998","The DEDALE System for Complex Spatial Queries","SIGMOD Conference"
"0","1996","Semantic Data Caching and Replacement","VLDB"
"0","1998","Inferring Function Semantics to Optimize Queries","VLDB"
"0","2001","The Evolution of Effective B-tree: Page Organization and Techniques: A Personal Account","SIGMOD Record"
"0","1997","Efficient Testing of High Performance Transaction Processing Systems","VLDB"
"0","2002","Generic Database Cost Models for Hierarchical Memory Systems","VLDB"
"0","1997","An Extended Entity-Relationship Model for Geographic Applications","SIGMOD Record"
"0","2002","Optimizing Result Prefetching in Web Search Engines with Segmented Indices","VLDB"
"0","1994","Experiments on Access to Digital Libraries: How can Images and Text be Used Together","VLDB"
"0","2001","Reminiscences on Influential Papers","SIGMOD Record"
"0","1998","Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability","ACM Trans. Database Syst."
"0","1997","Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)","SIGMOD Conference"
"0","1997","Synchronization and Recovery in a Client-Server Storage System","VLDB J."
"0","1995","Applying Update Streams in a Soft Real-Time Database System","SIGMOD Conference"
"0","1999","The CCUBE Constraint Object-Oriented Database System","SIGMOD Conference"
"0","2000","Index Research: Forest or Trees? (Panel Abstract)","SIGMOD Conference"
"0","1994","NonStop SQL: Scalability and Availability for Decision Support","SIGMOD Conference"
"0","2002","Query processing techniques for arrays","VLDB J."
"0","2001","The Ecobase Project: Database and Web Technologies for Environmental Information Systems","SIGMOD Record"
"0","1998","SAP R/3: A Database Application System (Tutorial)","SIGMOD Conference"
"0","1998","Olympic Records for Data at the 1998 Nagano Games","SIGMOD Conference"
"0","1994","MOSAICO - A System for Conceptual Modeling and Rapid Prototyping of Object-Oriented Database Application","SIGMOD Conference"
"0","2003","Query Processing for High-Volume XML Message Brokering","VLDB"
"0","2002","Treasurer's Message","SIGMOD Record"
"0","2002","Chair's Message","SIGMOD Record"
"0","2002","An Almost-Serial Protocol for Transaction Execution in Main-Memory Database Systems","VLDB"
"0","2000","Mining Frequent Itemsets Using Support Constraints","VLDB"
